userid,version,total_rounds,one_d_retention,seven_d_retention
103463,Gate 40,1,0,0
103498,Gate 30,50,1,1
103555,Gate 30,13,0,0
103557,Gate 40,57,1,0
103625,Gate 30,7,0,0
103714,Gate 30,13,1,0
103804,Gate 30,27,0,0
104157,Gate 40,59,1,0
104158,Gate 40,16,1,1
104211,Gate 30,51,0,0
104553,Gate 30,4,0,0
104563,Gate 40,7,0,0
104577,Gate 30,546,1,1
104592,Gate 40,45,0,0
104686,Gate 30,28,1,0
104694,Gate 30,82,0,1
104796,Gate 30,394,1,1
104800,Gate 30,5,0,0
104899,Gate 40,227,1,1
104999,Gate 40,258,0,1
105277,Gate 30,56,1,0
105342,Gate 40,0,0,0
105632,Gate 40,52,0,0
105700,Gate 30,8,0,0
105948,Gate 30,0,0,0
106093,Gate 30,5,0,0
106422,Gate 40,8,0,0
106423,Gate 30,1,0,0
106447,Gate 30,19,1,0
106487,Gate 30,11,0,0
106523,Gate 40,6,0,0
106600,Gate 30,375,1,1
106828,Gate 30,9,0,0
106895,Gate 30,4,0,0
107040,Gate 40,57,1,0
107169,Gate 40,2,0,0
107563,Gate 30,39,0,0
107617,Gate 30,8,0,0
107662,Gate 30,1,0,0
107670,Gate 30,7,0,0
107936,Gate 40,2,0,0
107981,Gate 30,51,1,0
108052,Gate 40,4,0,0
108068,Gate 30,0,0,0
108134,Gate 30,54,0,1
108287,Gate 30,10,0,0
108303,Gate 40,11,0,0
108320,Gate 40,3,0,0
108454,Gate 30,35,0,1
108535,Gate 40,39,0,0
108608,Gate 30,7,0,0
108668,Gate 40,19,1,0
108753,Gate 40,3,1,0
109109,Gate 30,7,0,0
109111,Gate 40,6,1,0
109151,Gate 40,109,1,0
109158,Gate 40,106,1,0
109300,Gate 40,0,0,0
109366,Gate 40,158,1,1
109431,Gate 30,60,1,0
109458,Gate 40,0,0,0
109556,Gate 30,13,1,0
109578,Gate 30,35,0,0
109745,Gate 40,7,0,0
109757,Gate 30,29,1,1
109796,Gate 40,0,0,0
109838,Gate 30,9,0,0
109991,Gate 30,519,1,1
110004,Gate 30,73,1,0
110329,Gate 40,2,0,0
110479,Gate 30,0,0,1
110528,Gate 30,5,0,0
110634,Gate 30,10,0,0
110750,Gate 40,10,0,0
111162,Gate 30,5,1,0
111196,Gate 40,52,1,0
111362,Gate 40,56,1,0
111382,Gate 40,42,1,1
111496,Gate 30,26,0,0
111540,Gate 40,19,0,0
111949,Gate 30,20,1,0
111961,Gate 40,34,0,0
111981,Gate 40,1,0,0
112127,Gate 30,7,1,0
112216,Gate 40,77,0,0
112251,Gate 30,9,0,0
112355,Gate 40,0,0,0
112365,Gate 40,41,1,0
112375,Gate 30,26,1,0
112718,Gate 30,553,1,1
113086,Gate 40,11,0,0
113087,Gate 40,260,1,1
113325,Gate 30,86,1,1
113378,Gate 40,47,0,1
113462,Gate 30,175,1,0
113497,Gate 30,28,1,0
113563,Gate 30,11,0,0
113607,Gate 30,25,0,0
113621,Gate 40,44,1,1
113666,Gate 30,81,1,1
113725,Gate 40,47,1,0
113800,Gate 30,37,1,0
113888,Gate 30,11,1,0
114118,Gate 30,3,0,0
114278,Gate 30,2,0,0
114320,Gate 30,26,1,0
114360,Gate 40,2,0,0
114521,Gate 30,0,0,0
114532,Gate 30,8,0,0
114626,Gate 40,11,1,0
114859,Gate 30,23,0,0
114985,Gate 40,3,1,0
115234,Gate 30,123,0,1
115235,Gate 30,2,0,0
115498,Gate 40,104,1,0
115774,Gate 40,28,1,0
115813,Gate 40,1,0,0
115854,Gate 40,21,1,0
115980,Gate 40,3,0,0
116002,Gate 30,281,1,1
116099,Gate 40,19,1,0
116198,Gate 30,20,0,0
116247,Gate 30,240,0,1
116336,Gate 30,2,0,0
116382,Gate 40,69,1,1
116423,Gate 30,33,0,0
116430,Gate 30,15,0,0
116439,Gate 40,14,1,0
116590,Gate 30,45,1,0
116653,Gate 40,17,0,0
116793,Gate 40,275,1,1
116828,Gate 30,11,1,0
117026,Gate 30,317,1,0
117186,Gate 40,2,0,0
117195,Gate 40,1,0,0
117242,Gate 30,90,1,0
117481,Gate 30,15,1,0
117700,Gate 40,90,1,0
117728,Gate 40,14,0,0
117763,Gate 40,6,0,0
117868,Gate 30,190,1,0
117918,Gate 40,11,1,0
117992,Gate 30,142,1,1
118091,Gate 40,8,0,0
118189,Gate 30,50,0,0
118204,Gate 30,3,0,0
118555,Gate 40,6,0,0
118654,Gate 40,192,0,1
118690,Gate 30,8,0,0
118773,Gate 40,0,0,0
119142,Gate 30,28,0,0
119209,Gate 40,343,0,1
119231,Gate 30,6,1,0
119331,Gate 30,10,0,1
119464,Gate 30,2,1,0
119507,Gate 30,3,0,0
119591,Gate 40,11,0,0
119742,Gate 30,191,1,1
119784,Gate 30,2,0,0
120131,Gate 40,3,0,0
120587,Gate 30,45,0,0
120662,Gate 40,8,1,1
120664,Gate 40,20,1,0
120771,Gate 30,16,0,0
120978,Gate 30,18,0,0
121148,Gate 40,52,0,0
121179,Gate 30,3,0,0
121303,Gate 30,1374,1,1
121409,Gate 30,2,0,0
121431,Gate 40,3,0,0
121476,Gate 30,4,0,0
121571,Gate 30,8,0,0
121738,Gate 40,19,0,0
122133,Gate 30,3,1,0
122211,Gate 30,4,0,0
122299,Gate 40,65,0,0
122334,Gate 30,1,0,0
122533,Gate 30,199,1,1
122635,Gate 30,24,1,0
122690,Gate 40,3,0,0
122817,Gate 40,74,1,0
122975,Gate 30,197,1,1
122981,Gate 30,40,0,0
123038,Gate 40,9,0,0
123083,Gate 40,29,0,0
123121,Gate 40,66,1,0
123318,Gate 40,48,1,0
123406,Gate 40,14,0,0
123522,Gate 40,15,0,0
123638,Gate 30,50,1,0
123904,Gate 30,2,0,0
123937,Gate 40,39,1,0
124004,Gate 30,16,0,0
124022,Gate 30,6,1,0
124379,Gate 40,124,0,1
124432,Gate 40,0,0,0
124568,Gate 40,4,0,0
124702,Gate 30,93,1,1
124729,Gate 30,41,1,0
124759,Gate 30,2,0,0
124945,Gate 30,16,1,0
125019,Gate 30,8,0,0
125035,Gate 40,4,0,0
125058,Gate 30,38,1,0
125379,Gate 30,91,1,1
125416,Gate 30,19,0,0
125523,Gate 30,344,1,1
125735,Gate 40,73,0,0
125749,Gate 40,11,0,0
125752,Gate 30,2,1,0
125925,Gate 30,51,1,0
125951,Gate 30,1,0,0
125996,Gate 40,33,1,1
126043,Gate 40,142,1,0
126289,Gate 30,44,1,0
126418,Gate 40,44,1,0
126645,Gate 30,222,1,1
126812,Gate 30,11,0,0
126972,Gate 40,14,0,0
127003,Gate 40,6,0,0
127428,Gate 30,12,1,0
127467,Gate 40,15,1,0
127487,Gate 30,200,1,1
127596,Gate 40,6,1,0
127794,Gate 30,35,0,0
127814,Gate 30,3,0,0
127839,Gate 30,5,0,1
127893,Gate 30,13,0,0
128079,Gate 30,17,1,0
128334,Gate 30,3,0,0
128346,Gate 30,43,1,0
128355,Gate 40,4,1,0
128450,Gate 40,2,0,0
128547,Gate 40,64,0,0
128817,Gate 30,399,0,1
128956,Gate 30,60,1,0
128989,Gate 40,216,1,0
129110,Gate 40,42,1,0
129131,Gate 40,18,1,0
129156,Gate 40,15,0,0
129203,Gate 40,1,0,0
129208,Gate 30,14,0,0
129260,Gate 30,129,0,1
129284,Gate 40,2,0,0
129335,Gate 40,2,0,0
129391,Gate 30,26,0,0
129682,Gate 30,12,1,0
129826,Gate 40,13,0,0
130176,Gate 40,17,1,0
130250,Gate 40,13,1,0
130260,Gate 30,7,0,0
130271,Gate 30,23,1,0
130391,Gate 30,33,0,0
130412,Gate 30,38,0,0
130417,Gate 40,36,1,1
130572,Gate 40,55,1,0
130879,Gate 30,159,1,1
131233,Gate 30,11,0,0
131261,Gate 30,4,0,0
131314,Gate 30,2,0,0
131358,Gate 40,69,1,1
131740,Gate 30,74,1,0
132154,Gate 30,4,0,0
132240,Gate 30,4,0,0
132330,Gate 30,113,1,0
132503,Gate 30,1,0,0
132756,Gate 40,5,0,0
132794,Gate 40,0,0,0
132919,Gate 40,36,1,0
132928,Gate 40,139,1,1
132961,Gate 40,79,1,0
133088,Gate 30,50,1,0
133102,Gate 40,11,0,0
133577,Gate 30,331,1,1
133783,Gate 30,12,0,0
133854,Gate 40,29,1,0
133961,Gate 40,26,0,0
134380,Gate 40,117,1,0
134381,Gate 40,7,1,0
134386,Gate 40,23,0,0
134428,Gate 40,26,0,0
134595,Gate 40,2,0,0
134621,Gate 40,40,1,0
134692,Gate 30,15,0,0
134763,Gate 40,32,1,0
134875,Gate 40,10,1,0
134885,Gate 30,432,1,1
134891,Gate 40,2,0,0
134914,Gate 30,8,1,0
135084,Gate 40,16,1,0
135220,Gate 40,148,1,1
135232,Gate 30,2,0,0
135315,Gate 30,2,0,0
135435,Gate 40,1,0,0
135479,Gate 30,4,0,0
135584,Gate 30,4,0,1
135693,Gate 30,149,1,1
135739,Gate 30,13,0,0
135910,Gate 40,5,0,0
135919,Gate 30,21,0,1
135978,Gate 30,80,0,1
136109,Gate 40,1,0,0
136363,Gate 40,0,0,0
136453,Gate 30,12,0,0
136496,Gate 40,1,0,0
136506,Gate 30,9,0,0
136638,Gate 30,15,0,0
136647,Gate 30,13,0,0
136724,Gate 40,9,1,0
136945,Gate 30,12,1,0
137089,Gate 40,2,0,0
137158,Gate 30,7,0,0
137177,Gate 30,45,0,0
137354,Gate 30,18,0,0
137380,Gate 40,43,1,1
137445,Gate 40,284,1,1
137520,Gate 30,9,1,0
137546,Gate 40,5,0,0
137570,Gate 30,181,1,1
137586,Gate 40,21,1,0
137752,Gate 40,27,0,0
137865,Gate 30,39,1,0
137911,Gate 40,19,1,1
138070,Gate 40,32,1,0
138234,Gate 30,75,1,1
138257,Gate 40,0,0,0
138315,Gate 30,10,0,0
138392,Gate 40,34,1,0
138521,Gate 30,4,1,0
138561,Gate 30,22,0,0
138622,Gate 40,16,1,0
138886,Gate 30,59,1,1
138891,Gate 30,231,1,1
138918,Gate 30,2,0,0
139072,Gate 40,681,0,1
139081,Gate 40,8,0,0
139206,Gate 40,0,0,0
139211,Gate 40,3,0,0
139264,Gate 30,311,1,1
139309,Gate 40,6,0,0
139581,Gate 40,103,1,1
139772,Gate 30,80,0,1
139856,Gate 40,2,0,0
140041,Gate 30,70,1,1
140102,Gate 40,10,0,0
140335,Gate 40,3,0,0
140468,Gate 30,27,1,0
140695,Gate 40,2,0,0
140734,Gate 30,51,0,1
140907,Gate 30,81,1,0
141059,Gate 40,28,0,0
141146,Gate 40,13,0,0
141163,Gate 30,44,1,0
141256,Gate 40,10,0,0
141275,Gate 30,12,1,0
141449,Gate 40,124,0,1
141509,Gate 30,1,0,0
141613,Gate 30,23,0,0
141698,Gate 40,36,0,0
141837,Gate 30,6,0,0
141928,Gate 40,2,0,0
141967,Gate 40,3,1,0
142162,Gate 40,11,0,0
142359,Gate 40,66,1,1
142413,Gate 40,35,1,0
142456,Gate 40,9,1,0
142665,Gate 40,28,1,0
142718,Gate 30,29,1,0
142942,Gate 40,1,0,0
142964,Gate 30,3,0,0
142985,Gate 40,57,1,1
143079,Gate 40,24,0,0
143115,Gate 40,13,1,1
143123,Gate 40,4,1,0
143284,Gate 30,8,0,0
143386,Gate 30,1,0,0
143514,Gate 30,15,1,0
143691,Gate 30,10,0,0
143939,Gate 40,57,1,0
143962,Gate 40,4,0,0
144087,Gate 30,1,0,0
144110,Gate 40,0,0,0
144120,Gate 30,52,1,0
144252,Gate 30,1,0,0
144287,Gate 30,18,1,0
144430,Gate 30,3,0,0
144470,Gate 40,7,0,0
144493,Gate 40,29,0,0
144553,Gate 30,9,0,0
144571,Gate 40,87,1,1
144664,Gate 30,45,1,0
144692,Gate 30,6,0,0
144935,Gate 30,5,0,0
145093,Gate 40,25,1,0
145225,Gate 40,75,1,1
145307,Gate 40,22,1,1
145401,Gate 30,3,0,0
145539,Gate 40,1,0,0
145578,Gate 30,7,0,0
145763,Gate 40,30,0,1
145852,Gate 30,186,1,1
145917,Gate 40,3,0,0
145938,Gate 30,53,1,0
146150,Gate 30,3,1,0
146164,Gate 40,3,0,0
146269,Gate 40,29,0,0
146394,Gate 30,2,1,0
146502,Gate 30,15,1,0
146715,Gate 40,134,1,1
146772,Gate 30,2,0,0
146836,Gate 30,16,0,0
146898,Gate 30,347,1,1
146937,Gate 40,29,0,0
146981,Gate 40,12,0,0
147246,Gate 40,95,1,0
147292,Gate 40,76,0,1
147334,Gate 40,22,1,1
147450,Gate 40,6,0,0
147507,Gate 40,7,0,0
147572,Gate 40,18,1,1
147639,Gate 30,11,0,0
147685,Gate 40,71,1,0
147826,Gate 30,8,0,0
147830,Gate 40,12,1,1
147836,Gate 30,22,0,0
148012,Gate 30,6,0,0
148083,Gate 40,0,0,0
148166,Gate 30,211,1,0
148248,Gate 40,3,0,0
148254,Gate 30,10,0,0
148358,Gate 30,137,0,1
148453,Gate 40,0,0,0
148488,Gate 40,1,0,0
148574,Gate 40,1,0,0
148772,Gate 40,30,1,0
148811,Gate 40,49,0,0
148974,Gate 40,50,1,0
149244,Gate 30,0,0,0
149272,Gate 40,42,0,1
149329,Gate 30,4,0,0
149473,Gate 30,14,0,0
149574,Gate 30,60,1,0
149626,Gate 40,5,0,0
149641,Gate 30,3,0,0
149721,Gate 40,30,1,0
149805,Gate 40,35,1,1
149859,Gate 40,3,0,0
149896,Gate 40,116,1,1
150039,Gate 30,503,1,0
150056,Gate 40,70,0,0
150076,Gate 40,45,1,1
150102,Gate 40,74,1,0
150178,Gate 40,60,0,1
150398,Gate 40,169,1,1
150529,Gate 30,6,0,0
150547,Gate 40,42,0,0
150648,Gate 30,35,0,1
150818,Gate 40,43,1,0
150860,Gate 40,11,0,0
150861,Gate 40,185,1,0
150936,Gate 40,2,0,0
151171,Gate 40,21,0,0
151188,Gate 40,10,0,0
151255,Gate 40,15,1,0
151297,Gate 40,34,1,0
151354,Gate 30,27,1,0
151367,Gate 30,222,1,1
151387,Gate 40,0,0,0
151428,Gate 30,0,0,0
151543,Gate 40,20,1,0
151588,Gate 40,32,1,1
151823,Gate 30,13,0,0
151846,Gate 30,20,1,0
152136,Gate 30,3,0,0
152233,Gate 40,11,0,0
152269,Gate 40,12,0,0
152371,Gate 30,25,0,0
152596,Gate 30,31,1,0
152747,Gate 30,0,0,0
152824,Gate 40,62,1,0
153206,Gate 40,12,0,0
153448,Gate 30,3,0,0
153509,Gate 40,3,0,0
153715,Gate 40,7,0,0
153746,Gate 40,3,0,0
153879,Gate 40,3,0,0
153921,Gate 30,22,0,0
154098,Gate 40,118,1,0
154141,Gate 40,24,1,0
154165,Gate 40,4,0,0
154254,Gate 30,19,1,0
154280,Gate 40,16,0,0
154381,Gate 40,18,1,0
154392,Gate 30,28,1,0
154490,Gate 40,117,1,1
154535,Gate 30,7,1,0
154658,Gate 40,37,1,0
154666,Gate 40,20,1,0
154849,Gate 30,1,0,0
154995,Gate 40,4,0,0
155074,Gate 30,9,1,0
155505,Gate 30,23,1,0
155627,Gate 30,1,0,0
155665,Gate 40,87,1,0
155726,Gate 40,103,1,1
155827,Gate 40,29,0,0
155888,Gate 30,5,0,0
155941,Gate 40,28,0,0
155958,Gate 40,25,1,0
156189,Gate 30,16,0,0
156220,Gate 30,212,1,1
156370,Gate 30,12,0,1
156403,Gate 40,31,1,0
156485,Gate 30,5,1,0
156697,Gate 30,762,1,1
156750,Gate 30,12,0,0
156852,Gate 30,23,1,0
156990,Gate 40,49,0,1
157002,Gate 40,16,0,0
157010,Gate 30,10,0,0
157098,Gate 40,3,0,0
157124,Gate 30,3,0,0
157149,Gate 40,1,0,0
157151,Gate 30,1,0,0
157168,Gate 40,32,1,0
157385,Gate 40,3,0,0
157553,Gate 30,24,1,1
157584,Gate 30,62,1,0
157624,Gate 40,16,1,0
157879,Gate 40,313,1,1
157929,Gate 40,21,0,0
158094,Gate 30,42,1,0
158279,Gate 30,2,0,0
158375,Gate 40,16,1,0
158459,Gate 40,57,1,1
158501,Gate 40,8,0,0
158595,Gate 40,33,1,0
158623,Gate 40,1,0,0
158679,Gate 30,43,1,0
158710,Gate 30,0,0,0
158820,Gate 40,294,1,0
159013,Gate 30,4,0,0
159030,Gate 30,0,0,0
159050,Gate 30,16,1,0
159068,Gate 30,37,0,0
159201,Gate 30,5,0,0
159273,Gate 30,2,0,0
159335,Gate 40,17,1,0
159569,Gate 40,41,1,0
159606,Gate 40,3,0,0
159637,Gate 30,2,0,0
159790,Gate 30,6,0,0
159811,Gate 30,12,0,0
159871,Gate 40,141,1,0
159887,Gate 30,15,0,0
159961,Gate 40,5,0,0
160149,Gate 30,3,0,0
160152,Gate 30,44,0,0
160169,Gate 30,4,0,0
160191,Gate 30,58,1,0
160268,Gate 30,384,1,1
160315,Gate 30,41,1,0
160475,Gate 40,0,0,0
160706,Gate 30,32,1,0
160982,Gate 40,21,1,0
161056,Gate 40,4,0,0
161358,Gate 40,12,1,0
161890,Gate 40,2,0,0
161945,Gate 40,9,1,0
161999,Gate 30,8,0,1
162054,Gate 30,16,0,0
162085,Gate 30,253,1,1
162166,Gate 30,9,1,0
162205,Gate 30,35,1,1
162303,Gate 30,2,0,0
162399,Gate 40,13,0,0
162493,Gate 30,0,0,0
162877,Gate 30,14,0,0
163067,Gate 40,32,1,0
163075,Gate 40,93,1,1
163117,Gate 40,4,0,0
163195,Gate 40,109,1,1
163209,Gate 30,53,0,1
163279,Gate 40,79,1,0
163504,Gate 30,0,0,0
163607,Gate 40,12,0,0
163689,Gate 40,331,1,1
163693,Gate 30,9,0,0
163794,Gate 30,12,1,0
163912,Gate 40,114,1,0
164005,Gate 30,2,0,0
164057,Gate 40,30,1,0
164270,Gate 40,1,0,0
164319,Gate 30,144,1,0
164380,Gate 40,0,0,0
164413,Gate 30,64,1,0
164652,Gate 40,59,1,0
164711,Gate 30,6,1,0
164951,Gate 40,1,0,0
165037,Gate 40,10,0,0
165122,Gate 40,15,0,0
165459,Gate 40,1,0,0
165507,Gate 40,15,0,0
165565,Gate 30,409,1,1
165633,Gate 30,45,1,0
165643,Gate 40,19,0,0
165807,Gate 40,8,1,0
165902,Gate 30,6,0,0
165967,Gate 40,56,0,0
165990,Gate 40,28,1,0
166021,Gate 30,6,0,0
166026,Gate 30,4,0,0
166189,Gate 40,0,0,0
166349,Gate 30,75,0,1
166402,Gate 40,22,1,1
166505,Gate 30,3,0,0
166549,Gate 40,5,0,0
166647,Gate 40,6,0,0
166818,Gate 40,14,0,0
166972,Gate 40,83,1,0
167030,Gate 30,5,0,1
167120,Gate 30,32,1,1
167220,Gate 40,31,0,0
167311,Gate 40,1,0,0
167424,Gate 40,1,0,0
167446,Gate 30,343,0,1
167447,Gate 30,3,0,0
167625,Gate 40,37,1,0
167993,Gate 30,0,0,0
168124,Gate 40,10,0,0
168191,Gate 30,62,1,1
168212,Gate 30,8,0,0
168425,Gate 40,18,0,0
168439,Gate 40,16,0,0
168613,Gate 30,21,1,0
168648,Gate 30,75,1,0
168732,Gate 30,168,0,1
168790,Gate 40,5,0,0
168885,Gate 40,6,0,0
169163,Gate 30,2,0,0
169254,Gate 30,327,1,0
169278,Gate 30,39,1,0
169330,Gate 40,3,0,0
169714,Gate 30,4,1,0
169909,Gate 30,14,0,0
170045,Gate 40,133,1,1
170086,Gate 40,3,0,0
170171,Gate 30,379,1,1
170172,Gate 30,43,1,0
170266,Gate 40,15,0,0
170496,Gate 30,68,1,0
170502,Gate 40,337,1,1
170510,Gate 40,5,0,0
170619,Gate 30,3,0,0
170811,Gate 40,0,0,0
170887,Gate 40,13,0,0
171130,Gate 30,9,1,0
171285,Gate 40,94,1,0
171406,Gate 30,470,1,1
171635,Gate 40,7,0,0
171875,Gate 30,105,1,1
171972,Gate 40,62,0,1
172077,Gate 30,4,0,0
172138,Gate 40,12,0,0
172353,Gate 30,15,1,0
172381,Gate 40,44,1,0
172400,Gate 40,6,1,0
172857,Gate 30,73,1,1
173039,Gate 30,32,1,0
173129,Gate 40,69,1,1
173351,Gate 40,27,1,0
173419,Gate 40,51,0,0
173478,Gate 40,378,1,1
173654,Gate 30,14,0,0
173708,Gate 40,288,1,1
173971,Gate 30,44,0,0
173991,Gate 30,22,0,0
174156,Gate 40,1,0,0
174194,Gate 40,37,0,0
174195,Gate 40,18,0,0
174304,Gate 40,81,1,1
174328,Gate 30,33,1,1
174426,Gate 30,0,0,0
174807,Gate 30,128,1,0
174817,Gate 40,6,0,0
174841,Gate 30,6,0,0
174944,Gate 40,3,0,0
175086,Gate 30,0,0,0
175124,Gate 30,7,1,0
175200,Gate 30,20,1,0
175324,Gate 40,13,1,0
175412,Gate 30,64,0,0
175561,Gate 40,435,1,1
175628,Gate 30,21,0,0
175831,Gate 40,138,1,0
176021,Gate 40,229,1,1
176027,Gate 40,3,0,0
176094,Gate 30,7,0,0
176322,Gate 30,8,1,0
176347,Gate 30,6,0,0
176487,Gate 30,19,0,0
176813,Gate 30,8,1,0
176905,Gate 30,19,1,0
177192,Gate 40,11,0,1
177321,Gate 30,7,0,0
177328,Gate 30,23,1,0
177337,Gate 40,10,1,0
177373,Gate 40,1,0,0
177454,Gate 30,65,1,1
177463,Gate 40,8,0,0
177477,Gate 40,36,1,0
177685,Gate 40,9,0,0
177932,Gate 30,5,0,0
178129,Gate 40,84,1,0
178169,Gate 40,13,1,0
178234,Gate 30,1,0,0
178260,Gate 30,47,1,0
178587,Gate 40,75,1,0
178610,Gate 30,62,1,0
178620,Gate 30,8,0,0
178805,Gate 40,34,0,0
178912,Gate 30,1,0,0
179102,Gate 30,210,1,1
179208,Gate 30,9,0,0
179221,Gate 40,31,1,0
179233,Gate 40,9,0,0
179386,Gate 40,27,1,0
179551,Gate 40,14,1,0
179716,Gate 40,5,0,0
179795,Gate 30,402,1,1
179891,Gate 40,19,1,0
179911,Gate 30,174,1,1
179952,Gate 30,14,0,0
179959,Gate 30,388,1,1
180120,Gate 40,114,1,1
180459,Gate 40,9,0,0
180683,Gate 40,51,1,0
180746,Gate 40,9,0,0
180914,Gate 30,255,1,1
180998,Gate 40,14,0,0
181059,Gate 40,15,0,0
181212,Gate 40,80,1,1
181392,Gate 30,36,0,0
181483,Gate 40,4,0,0
181490,Gate 40,0,0,0
181853,Gate 40,1,0,0
181945,Gate 30,1,0,0
181949,Gate 30,1,0,0
182050,Gate 40,5,0,0
182059,Gate 30,15,0,0
182082,Gate 40,0,0,0
182201,Gate 30,320,1,1
182272,Gate 40,10,1,0
182400,Gate 30,20,1,0
182409,Gate 40,2,0,0
182517,Gate 30,11,0,1
182550,Gate 40,9,1,0
182749,Gate 30,17,0,0
183329,Gate 30,46,1,1
183550,Gate 30,1,0,0
183591,Gate 40,1,0,0
183738,Gate 30,52,0,0
183758,Gate 30,23,1,0
183971,Gate 30,5,0,0
184071,Gate 30,5,0,0
184112,Gate 40,14,0,0
184265,Gate 40,28,1,0
184342,Gate 30,2,0,0
184819,Gate 30,13,0,0
184871,Gate 40,256,1,1
184938,Gate 40,5,0,0
185021,Gate 30,17,1,0
185056,Gate 30,143,1,1
185074,Gate 40,12,1,0
185137,Gate 40,0,0,0
185157,Gate 40,17,0,0
185368,Gate 30,52,0,0
185512,Gate 40,934,1,1
185666,Gate 40,292,1,1
185728,Gate 40,26,0,0
185735,Gate 30,1,1,0
185777,Gate 40,1,0,0
185984,Gate 30,41,1,0
186065,Gate 30,18,0,0
186070,Gate 40,32,1,0
186071,Gate 30,48,1,0
186160,Gate 30,1,0,0
186354,Gate 40,0,0,0
186386,Gate 30,18,0,1
186465,Gate 30,2,0,0
186532,Gate 40,1,0,0
186621,Gate 40,43,1,0
186768,Gate 40,33,1,0
186790,Gate 30,5,0,0
186890,Gate 30,1,0,0
187084,Gate 30,69,1,0
187168,Gate 40,8,0,0
187424,Gate 40,15,1,0
187680,Gate 40,83,0,0
187709,Gate 40,3,0,0
188036,Gate 30,2,0,0
188051,Gate 30,8,0,0
188113,Gate 30,5,0,0
188134,Gate 40,3,1,0
188592,Gate 40,22,0,0
188683,Gate 40,30,0,0
188801,Gate 30,4,0,0
188805,Gate 30,84,0,0
188813,Gate 30,27,1,0
188880,Gate 30,163,0,0
189024,Gate 40,2,1,0
189066,Gate 40,61,1,0
189098,Gate 30,35,1,0
189102,Gate 30,7,0,0
189116,Gate 30,129,1,0
189329,Gate 40,5,0,0
189473,Gate 30,16,1,0
189553,Gate 40,13,1,0
189748,Gate 40,9,0,0
189970,Gate 40,104,1,0
190092,Gate 30,1,0,0
190151,Gate 30,36,1,0
190211,Gate 30,11,1,0
190226,Gate 40,63,1,0
190245,Gate 40,4,0,0
190265,Gate 40,19,0,0
190421,Gate 40,294,1,1
190424,Gate 30,2,1,0
190570,Gate 30,7,1,0
190691,Gate 30,38,1,0
190695,Gate 30,12,0,0
190740,Gate 40,5,0,0
190832,Gate 40,64,1,1
190851,Gate 40,7,0,0
190942,Gate 40,62,0,1
190985,Gate 30,6,0,1
191098,Gate 40,12,0,0
191123,Gate 30,1,0,0
191259,Gate 30,155,1,1
191329,Gate 40,1,0,0
191357,Gate 40,64,0,0
191440,Gate 30,56,1,0
191952,Gate 40,462,0,1
192195,Gate 30,4,0,0
192199,Gate 30,12,1,0
192237,Gate 30,4,0,0
192338,Gate 30,57,1,0
192398,Gate 30,41,1,1
192424,Gate 40,181,1,1
192506,Gate 40,65,1,0
192641,Gate 40,4,0,0
192863,Gate 40,15,0,0
192877,Gate 30,11,0,0
193023,Gate 40,28,0,1
193180,Gate 40,11,0,0
193226,Gate 30,89,1,1
193252,Gate 30,34,1,0
193406,Gate 30,10,0,0
193423,Gate 30,24,1,0
193471,Gate 40,20,1,0
193572,Gate 30,1,0,0
193660,Gate 30,2,1,0
194165,Gate 40,6,1,0
194177,Gate 40,22,1,0
194208,Gate 30,37,1,0
194228,Gate 30,28,1,0
194528,Gate 30,1,0,0
195031,Gate 30,153,1,0
195134,Gate 30,33,1,0
195218,Gate 40,6,1,0
195475,Gate 40,2,0,0
195667,Gate 40,17,0,0
195673,Gate 30,89,1,1
195721,Gate 30,9,1,0
195752,Gate 30,18,0,0
195806,Gate 30,30,1,0
196020,Gate 40,41,0,0
196073,Gate 30,53,1,1
196293,Gate 40,133,1,1
196344,Gate 30,217,1,1
196451,Gate 40,8,0,0
196526,Gate 40,6,1,0
196639,Gate 40,5,0,0
196687,Gate 40,6,0,0
197207,Gate 40,19,0,0
197217,Gate 30,9,0,0
197348,Gate 30,13,0,0
197645,Gate 30,6,1,0
197765,Gate 40,39,1,0
197798,Gate 30,7,0,0
197807,Gate 40,1,0,0
197915,Gate 30,299,1,1
198005,Gate 40,99,1,0
198189,Gate 30,6,0,0
198209,Gate 40,5,0,0
198250,Gate 40,2,0,0
198256,Gate 40,17,1,0
198271,Gate 30,1,1,0
198390,Gate 30,59,0,1
198415,Gate 40,13,0,0
198473,Gate 40,39,1,0
198741,Gate 30,13,0,0
198750,Gate 40,41,1,1
198783,Gate 30,7,0,0
198901,Gate 30,35,1,0
198914,Gate 40,14,1,0
198960,Gate 40,17,0,0
199083,Gate 30,4,1,0
199150,Gate 30,0,0,0
199739,Gate 40,196,1,0
199869,Gate 30,284,1,1
199912,Gate 30,15,0,0
199929,Gate 40,59,1,1
200006,Gate 30,18,1,0
200073,Gate 30,21,1,0
200267,Gate 40,2,0,0
200398,Gate 40,88,1,1
200463,Gate 40,393,1,1
200499,Gate 40,159,1,0
200587,Gate 30,40,1,1
200615,Gate 40,15,1,0
200873,Gate 40,25,0,0
200915,Gate 40,1,0,0
201136,Gate 40,2,0,0
201194,Gate 40,35,1,0
201344,Gate 30,32,1,0
201345,Gate 40,25,0,0
201516,Gate 30,37,1,0
201538,Gate 40,20,1,0
201717,Gate 30,9,0,0
201766,Gate 30,34,1,1
